Time stamp;Hartham GS;Walkern Mill;Aston pump house;Frogmore;Watton at Stone
31.12.1980;0,388;0,003;0,014;0,019;0,032
01.01.1981;0,408;0,008;0,016;0,022;0,036
02.01.1981;0,387;0,003;0,014;0,019;0,032
03.01.1981;0,379;0,001;0,013;0,017;0,031
04.01.1981;0,372;0;0,013;0,016;0,029
05.01.1981;0,352;0;0,011;0,013;0,026
06.01.1981;0,368;0;0,012;0,015;0,029
07.01.1981;0,382;0,002;0,013;0,018;0,031
08.01.1981;0,33;0;0,009;0,009;0,022
09.01.1981;0,469;0,023;0,021;0,032;0,047
10.01.1981;0,497;0,03;0,024;0,037;0,052
11.01.1981;0,436;0,015;0,018;0,027;0,041
12.01.1981;0,442;0,017;0,019;0,028;0,042
13.01.1981;0,361;0;0,012;0,014;0,027
14.01.1981;0,415;0,01;0,016;0,023;0,037
15.01.1981;0,472;0,024;0,022;0,033;0,048
16.01.1981;0,45;0,019;0,02;0,029;0,044
17.01.1981;0,503;0,032;0,024;0,038;0,054
18.01.1981;0,473;0,024;0,022;0,033;0,048
19.01.1981;0,462;0,022;0,021;0,031;0,046
20.01.1981;0,418;0,011;0,017;0,024;0,038
21.01.1981;0,611;0,059;0,034;0,055;0,073
22.01.1981;0,69;0,079;0,041;0,068;0,088
23.01.1981;0,558;0,046;0,029;0,047;0,064
24.01.1981;0,53;0,039;0,027;0,042;0,059
25.01.1981;0,485;0,027;0,023;0,035;0,05
26.01.1981;0,486;0,028;0,023;0,035;0,05
27.01.1981;0,411;0,009;0,016;0,023;0,037
28.01.1981;0,398;0,006;0,015;0,02;0,034
29.01.1981;0,389;0,003;0,014;0,019;0,033
30.01.1981;0,386;0,003;0,014;0,018;0,032
31.01.1981;0,401;0,006;0,015;0,021;0,035
01.02.1981;0,402;0,007;0,015;0,021;0,035
02.02.1981;0,384;0,002;0,014;0,018;0,032
03.02.1981;0,429;0,013;0,018;0,025;0,04
04.02.1981;0,398;0,006;0,015;0,02;0,034
05.02.1981;0,378;0;0,013;0,017;0,031
06.02.1981;0,374;0;0,013;0,016;0,03
07.02.1981;0,391;0,004;0,014;0,019;0,033
08.02.1981;0,404;0,007;0,015;0,021;0,035
09.02.1981;0,387;0,003;0,014;0,019;0,032
10.02.1981;0,415;0,01;0,016;0,023;0,037
11.02.1981;0,385;0,002;0,014;0,018;0,032
12.02.1981;0,389;0,003;0,014;0,019;0,033
13.02.1981;0,381;0,001;0,013;0,018;0,031
14.02.1981;0,382;0,002;0,013;0,018;0,031
15.02.1981;0,377;0;0,013;0,017;0,03
16.02.1981;0,359;0;0,011;0,014;0,027
17.02.1981;0,352;0;0,011;0,013;0,026
18.02.1981;0,348;0;0,01;0,012;0,025
19.02.1981;0,347;0;0,01;0,012;0,025
20.02.1981;0,368;0;0,012;0,015;0,029
21.02.1981;0,368;0;0,012;0,015;0,029
22.02.1981;0,371;0;0,012;0,016;0,029
23.02.1981;0,348;0;0,01;0,012;0,025
24.02.1981;0,346;0;0,01;0,012;0,025
25.02.1981;0,351;0;0,011;0,013;0,026
26.02.1981;0,344;0;0,01;0,012;0,024
27.02.1981;0,36;0;0,011;0,014;0,027
28.02.1981;0,44;0,016;0,019;0,027;0,042
01.03.1981;0,444;0,017;0,019;0,028;0,043
02.03.1981;0,492;0,029;0,023;0,036;0,052
03.03.1981;0,807;0,109;0,052;0,087;0,11
04.03.1981;0,603;0,057;0,033;0,054;0,072
05.03.1981;0,508;0,033;0,025;0,038;0,054
06.03.1981;0,5;0,031;0,024;0,037;0,053
07.03.1981;0,566;0,048;0,03;0,048;0,065
08.03.1981;0,553;0,045;0,029;0,046;0,063
09.03.1981;1,31;0,235;0,097;0,17;0,202
10.03.1981;2,59;0,558;0,213;0,38;0,438
11.03.1981;2,2;0,46;0,178;0,316;0,366
12.03.1981;0,999;0,157;0,069;0,119;0,145
13.03.1981;0,909;0,134;0,061;0,104;0,128
14.03.1981;0,917;0,136;0,062;0,105;0,13
15.03.1981;0,699;0,081;0,042;0,07;0,09
16.03.1981;0,625;0,063;0,035;0,058;0,076
17.03.1981;0,603;0,057;0,033;0,054;0,072
18.03.1981;0,593;0,055;0,033;0,052;0,07
19.03.1981;0,566;0,048;0,03;0,048;0,065
20.03.1981;0,549;0,044;0,029;0,045;0,062
21.03.1981;0,559;0,046;0,029;0,047;0,064
22.03.1981;0,576;0,05;0,031;0,05;0,067
23.03.1981;0,583;0,052;0,032;0,051;0,068
24.03.1981;0,587;0,053;0,032;0,051;0,069
25.03.1981;0,609;0,059;0,034;0,055;0,073
26.03.1981;0,629;0,064;0,036;0,058;0,077
27.03.1981;0,626;0,063;0,036;0,058;0,076
28.03.1981;0,608;0,058;0,034;0,055;0,073
29.03.1981;0,586;0,053;0,032;0,051;0,069
30.03.1981;0,577;0,051;0,031;0,05;0,067
31.03.1981;0,605;0,058;0,034;0,054;0,072
01.04.1981;0,686;0,078;0,041;0,068;0,087
02.04.1981;0,663;0,072;0,039;0,064;0,083
03.04.1981;0,595;0,055;0,033;0,053;0,071
04.04.1981;0,592;0,054;0,032;0,052;0,07
05.04.1981;0,578;0,051;0,031;0,05;0,067
06.04.1981;0,545;0,043;0,028;0,044;0,061
07.04.1981;0,531;0,039;0,027;0,042;0,059
08.04.1981;0,508;0,033;0,025;0,038;0,054
09.04.1981;0,487;0,028;0,023;0,035;0,051
10.04.1981;0,497;0,03;0,024;0,037;0,052
11.04.1981;0,59;0,054;0,032;0,052;0,07
12.04.1981;0,625;0,063;0,035;0,058;0,076
13.04.1981;0,499;0,031;0,024;0,037;0,053
14.04.1981;0,479;0,026;0,022;0,034;0,049
15.04.1981;0,475;0,025;0,022;0,033;0,048
16.04.1981;0,478;0,026;0,022;0,033;0,049
17.04.1981;0,48;0,026;0,022;0,034;0,049
18.04.1981;0,48;0,026;0,022;0,034;0,049
19.04.1981;0,481;0,026;0,022;0,034;0,049
20.04.1981;0,477;0,025;0,022;0,033;0,049
21.04.1981;0,477;0,025;0,022;0,033;0,049
22.04.1981;0,486;0,028;0,023;0,035;0,05
23.04.1981;0,484;0,027;0,023;0,034;0,05
24.04.1981;0,498;0,031;0,024;0,037;0,053
25.04.1981;0,575;0,05;0,031;0,049;0,067
26.04.1981;1,13;0,19;0,081;0,14;0,169
27.04.1981;2,23;0,467;0,181;0,321;0,372
28.04.1981;0,986;0,154;0,068;0,117;0,143
29.04.1981;0,714;0,085;0,043;0,072;0,092
30.04.1981;0,6;0,056;0,033;0,054;0,071
01.05.1981;0,566;0,048;0,03;0,048;0,065
02.05.1981;0,533;0,04;0,027;0,043;0,059
03.05.1981;0,578;0,051;0,031;0,05;0,067
04.05.1981;0,645;0,068;0,037;0,061;0,08
05.05.1981;0,74;0,092;0,046;0,076;0,097
06.05.1981;0,624;0,063;0,035;0,057;0,076
07.05.1981;0,565;0,048;0,03;0,048;0,065
08.05.1981;0,559;0,046;0,029;0,047;0,064
09.05.1981;0,592;0,054;0,032;0,052;0,07
10.05.1981;0,717;0,086;0,044;0,073;0,093
11.05.1981;0,675;0,075;0,04;0,066;0,085
12.05.1981;0,639;0,066;0,037;0,06;0,079
13.05.1981;0,583;0,052;0,032;0,051;0,068
14.05.1981;0,523;0,037;0,026;0,041;0,057
15.05.1981;0,567;0,048;0,03;0,048;0,065
16.05.1981;0,665;0,073;0,039;0,064;0,083
17.05.1981;0,752;0,095;0,047;0,078;0,099
18.05.1981;0,699;0,081;0,042;0,07;0,09
19.05.1981;0,663;0,072;0,039;0,064;0,083
20.05.1981;0,6;0,056;0,033;0,054;0,071
21.05.1981;0,565;0,048;0,03;0,048;0,065
22.05.1981;0,547;0,043;0,028;0,045;0,062
23.05.1981;0,546;0,043;0,028;0,045;0,061
24.05.1981;0,543;0,042;0,028;0,044;0,061
25.05.1981;0,895;0,131;0,06;0,102;0,126
26.05.1981;1,43;0,266;0,108;0,19;0,224
27.05.1981;0,935;0,141;0,064;0,108;0,133
28.05.1981;0,655;0,07;0,038;0,063;0,082
29.05.1981;0,597;0,056;0,033;0,053;0,071
30.05.1981;0,591;0,054;0,032;0,052;0,07
31.05.1981;0,58;0,051;0,031;0,05;0,068
01.06.1981;0,62;0,062;0,035;0,057;0,075
02.06.1981;1,38;0,253;0,104;0,181;0,215
03.06.1981;0,958;0,147;0,066;0,112;0,137
04.06.1981;0,632;0,065;0,036;0,059;0,077
05.06.1981;0,582;0,052;0,032;0,051;0,068
06.06.1981;0,608;0,058;0,034;0,055;0,073
07.06.1981;0,589;0,054;0,032;0,052;0,069
08.06.1981;0,553;0,045;0,029;0,046;0,063
09.06.1981;0,527;0,038;0,027;0,042;0,058
10.06.1981;0,536;0,04;0,027;0,043;0,06
11.06.1981;0,612;0,059;0,034;0,055;0,074
12.06.1981;0,523;0,037;0,026;0,041;0,057
13.06.1981;0,534;0,04;0,027;0,043;0,059
14.06.1981;0,484;0,027;0,023;0,034;0,05
15.06.1981;0,418;0,011;0,017;0,024;0,038
16.06.1981;0,593;0,055;0,033;0,052;0,07
17.06.1981;0,492;0,029;0,023;0,036;0,052
18.06.1981;0,49;0,029;0,023;0,035;0,051
19.06.1981;0,491;0,029;0,023;0,036;0,051
20.06.1981;0,505;0,033;0,025;0,038;0,054
21.06.1981;0,496;0,03;0,024;0,036;0,052
22.06.1981;0,487;0,028;0,023;0,035;0,051
23.06.1981;0,473;0,024;0,022;0,033;0,048
24.06.1981;0,479;0,026;0,022;0,034;0,049
25.06.1981;0,474;0,025;0,022;0,033;0,048
26.06.1981;0,471;0,024;0,021;0,032;0,048
27.06.1981;0,485;0,027;0,023;0,035;0,05
28.06.1981;0,479;0,026;0,022;0,034;0,049
29.06.1981;0,456;0,02;0,02;0,03;0,045
30.06.1981;0,456;0,02;0,02;0,03;0,045
01.07.1981;0,455;0,02;0,02;0,03;0,045
02.07.1981;0,463;0,022;0,021;0,031;0,046
03.07.1981;0,49;0,029;0,023;0,035;0,051
04.07.1981;0,472;0,024;0,022;0,033;0,048
05.07.1981;0,371;0;0,012;0,016;0,029
06.07.1981;0,53;0,039;0,027;0,042;0,059
07.07.1981;0,441;0,016;0,019;0,027;0,042
08.07.1981;0,434;0,015;0,018;0,026;0,041
09.07.1981;0,548;0,043;0,028;0,045;0,062
10.07.1981;0,549;0,044;0,029;0,045;0,062
11.07.1981;0,553;0,045;0,029;0,046;0,063
12.07.1981;0,506;0,033;0,025;0,038;0,054
13.07.1981;0,453;0,019;0,02;0,029;0,044
14.07.1981;0,441;0,016;0,019;0,027;0,042
15.07.1981;0,439;0,016;0,019;0,027;0,042
16.07.1981;0,438;0,016;0,018;0,027;0,042
17.07.1981;0,454;0,02;0,02;0,03;0,045
18.07.1981;0,46;0,021;0,02;0,031;0,046
19.07.1981;0,448;0,018;0,019;0,029;0,043
20.07.1981;0,421;0,011;0,017;0,024;0,038
21.07.1981;0,416;0,01;0,016;0,023;0,038
22.07.1981;0,478;0,026;0,022;0,033;0,049
23.07.1981;0,647;0,068;0,037;0,061;0,08
24.07.1981;0,872;0,125;0,058;0,098;0,122
25.07.1981;0,762;0,097;0,048;0,08;0,101
26.07.1981;0,52;0,036;0,026;0,04;0,057
27.07.1981;0,458;0,021;0,02;0,03;0,045
28.07.1981;0,441;0,016;0,019;0,027;0,042
29.07.1981;0,445;0,017;0,019;0,028;0,043
30.07.1981;0,434;0,015;0,018;0,026;0,041
31.07.1981;0,48;0,026;0,022;0,034;0,049
01.08.1981;0,627;0,063;0,036;0,058;0,076
02.08.1981;0,601;0,057;0,033;0,054;0,072
03.08.1981;0,54;0,041;0,028;0,044;0,06
04.08.1981;0,437;0,015;0,018;0,027;0,041
05.08.1981;0,418;0,011;0,017;0,024;0,038
06.08.1981;0,727;0,088;0,045;0,074;0,095
07.08.1981;0,703;0,082;0,042;0,07;0,09
08.08.1981;0,554;0,045;0,029;0,046;0,063
09.08.1981;0,532;0,039;0,027;0,042;0,059
10.08.1981;0,497;0,03;0,024;0,037;0,052
11.08.1981;0,576;0,05;0,031;0,05;0,067
12.08.1981;0,482;0,027;0,022;0,034;0,05
13.08.1981;0,427;0,013;0,017;0,025;0,04
14.08.1981;0,416;0,01;0,016;0,023;0,038
15.08.1981;0,428;0,013;0,018;0,025;0,04
16.08.1981;0,416;0,01;0,016;0,023;0,038
17.08.1981;0,39;0,004;0,014;0,019;0,033
18.08.1981;0,389;0,003;0,014;0,019;0,033
19.08.1981;0,396;0,005;0,015;0,02;0,034
20.08.1981;0,438;0,016;0,018;0,027;0,042
21.08.1981;0,41;0,009;0,016;0,022;0,036
22.08.1981;0,419;0,011;0,017;0,024;0,038
23.08.1981;0,453;0,019;0,02;0,029;0,044
24.08.1981;0,392;0,004;0,014;0,019;0,033
25.08.1981;0,384;0,002;0,014;0,018;0,032
26.08.1981;0,377;0;0,013;0,017;0,03
27.08.1981;0,377;0;0,013;0,017;0,03
28.08.1981;0,378;0;0,013;0,017;0,031
29.08.1981;0,346;0;0,01;0,012;0,025
30.08.1981;0,346;0;0,01;0,012;0,025
31.08.1981;0,341;0;0,01;0,011;0,024
01.09.1981;0,32;0;0,008;0,008;0,02
02.09.1981;0,33;0;0,009;0,009;0,022
03.09.1981;0,32;0;0,008;0,008;0,02
04.09.1981;0,341;0;0,01;0,011;0,024
05.09.1981;0,386;0,003;0,014;0,018;0,032
06.09.1981;0,375;0;0,013;0,017;0,03
07.09.1981;0,358;0;0,011;0,014;0,027
08.09.1981;0,354;0;0,011;0,013;0,026
09.09.1981;0,362;0;0,012;0,014;0,028
10.09.1981;0,376;0;0,013;0,017;0,03
11.09.1981;0,457;0,02;0,02;0,03;0,045
12.09.1981;0,618;0,061;0,035;0,056;0,075
13.09.1981;0,44;0,016;0,019;0,027;0,042
14.09.1981;0,43;0,014;0,018;0,026;0,04
15.09.1981;0,565;0,048;0,03;0,048;0,065
16.09.1981;0,422;0,012;0,017;0,024;0,039
17.09.1981;0,391;0,004;0,014;0,019;0,033
18.09.1981;0,438;0,016;0,018;0,027;0,042
19.09.1981;0,589;0,054;0,032;0,052;0,069
20.09.1981;1,11;0,185;0,079;0,137;0,165
21.09.1981;0,508;0,033;0,025;0,038;0,054
22.09.1981;0,429;0,013;0,018;0,025;0,04
23.09.1981;0,399;0,006;0,015;0,021;0,034
24.09.1981;0,435;0,015;0,018;0,026;0,041
25.09.1981;0,574;0,05;0,031;0,049;0,067
26.09.1981;0,692;0,08;0,041;0,069;0,088
27.09.1981;0,503;0,032;0,024;0,038;0,054
28.09.1981;0,412;0,009;0,016;0,023;0,037
29.09.1981;0,394;0,005;0,014;0,02;0,033
30.09.1981;0,503;0,032;0,024;0,038;0,054
01.10.1981;0,558;0,046;0,029;0,047;0,064
02.10.1981;0,447;0,018;0,019;0,028;0,043
03.10.1981;0,433;0,014;0,018;0,026;0,041
04.10.1981;0,467;0,023;0,021;0,032;0,047
05.10.1981;0,437;0,015;0,018;0,027;0,041
06.10.1981;0,514;0,035;0,025;0,039;0,056
07.10.1981;0,53;0,039;0,027;0,042;0,059
08.10.1981;0,424;0,012;0,017;0,025;0,039
09.10.1981;0,404;0,007;0,015;0,021;0,035
10.10.1981;0,414;0,01;0,016;0,023;0,037
10.11.1981;0,422;0,012;0,017;0,024;0,039
10.12.1981;0,384;0,002;0,014;0,018;0,032
13.10.1981;0,37;0;0,012;0,016;0,029
14.10.1981;0,37;0;0,012;0,016;0,029
15.10.1981;0,377;0;0,013;0,017;0,03
16.10.1981;0,373;0;0,013;0,016;0,03
17.10.1981;0,414;0,01;0,016;0,023;0,037
18.10.1981;0,469;0,023;0,021;0,032;0,047
19.10.1981;0,425;0,012;0,017;0,025;0,039
20.10.1981;1,1;0,183;0,078;0,136;0,164
21.10.1981;0,593;0,055;0,033;0,052;0,07
22.10.1981;0,454;0,02;0,02;0,03;0,045
23.10.1981;0,438;0,016;0,018;0,027;0,042
24.10.1981;0,434;0,015;0,018;0,026;0,041
25.10.1981;0,467;0,023;0,021;0,032;0,047
26.10.1981;0,391;0,004;0,014;0,019;0,033
27.10.1981;0,426;0,013;0,017;0,025;0,039
28.10.1981;0,376;0;0,013;0,017;0,03
29.10.1981;0,347;0;0,01;0,012;0,025
30.10.1981;0,372;0;0,013;0,016;0,029
31.10.1981;0,361;0;0,012;0,014;0,027
01.11.1981;0,402;0,007;0,015;0,021;0,035
02.11.1981;0,377;0;0,013;0,017;0,03
03.11.1981;0,371;0;0,012;0,016;0,029
04.11.1981;0,353;0;0,011;0,013;0,026
05.11.1981;0,348;0;0,01;0,012;0,025
06.11.1981;0,351;0;0,011;0,013;0,026
07.11.1981;0,372;0;0,013;0,016;0,029
08.11.1981;0,368;0;0,012;0,015;0,029
09.11.1981;0,346;0;0,01;0,012;0,025
11.10.1981;0,351;0;0,011;0,013;0,026
11.11.1981;0,36;0;0,011;0,014;0,027
11.12.1981;0,357;0;0,011;0,014;0,027
13.11.1981;0,369;0;0,012;0,016;0,029
14.11.1981;0,373;0;0,013;0,016;0,03
15.11.1981;0,369;0;0,012;0,016;0,029
16.11.1981;0,394;0,005;0,014;0,02;0,033
17.11.1981;0,514;0,035;0,025;0,039;0,056
18.11.1981;0,554;0,045;0,029;0,046;0,063
19.11.1981;0,498;0,031;0,024;0,037;0,053
20.11.1981;0,842;0,117;0,055;0,093;0,116
21.11.1981;0,618;0,061;0,035;0,056;0,075
22.11.1981;0,476;0,025;0,022;0,033;0,049
23.11.1981;0,429;0,013;0,018;0,025;0,04
24.11.1981;0,438;0,016;0,018;0,027;0,042
25.11.1981;0,404;0,007;0,015;0,021;0,035
26.11.1981;0,398;0,006;0,015;0,02;0,034
27.11.1981;0,465;0,022;0,021;0,031;0,047
28.11.1981;0,488;0,028;0,023;0,035;0,051
29.11.1981;0,454;0,02;0,02;0,03;0,045
30.11.1981;0,448;0,018;0,019;0,029;0,043
01.12.1981;0,373;0;0,013;0,016;0,03
02.12.1981;0,326;0;0,008;0,009;0,021
03.12.1981;0,361;0;0,012;0,014;0,027
04.12.1981;0,385;0,002;0,014;0,018;0,032
05.12.1981;0,409;0,008;0,016;0,022;0,036
06.12.1981;0,41;0,009;0,016;0,022;0,036
07.12.1981;0,418;0,011;0,017;0,024;0,038
08.12.1981;0,517;0,036;0,026;0,04;0,056
09.12.1981;0,462;0,022;0,021;0,031;0,046
12.10.1981;0,417;0,01;0,017;0,023;0,038
12.11.1981;0,428;0,013;0,018;0,025;0,04
12.12.1981;0,42;0,011;0,017;0,024;0,038
13.12.1981;0,431;0,014;0,018;0,026;0,04
14.12.1981;0,515;0,035;0,025;0,04;0,056
15.12.1981;1,24;0,218;0,091;0,158;0,189
16.12.1981;0,693;0,08;0,042;0,069;0,089
17.12.1981;0,513;0,035;0,025;0,039;0,055
18.12.1981;0,469;0,023;0,021;0,032;0,047
19.12.1981;0,447;0,018;0,019;0,028;0,043
20.12.1981;0,461;0,021;0,021;0,031;0,046
21.12.1981;0,477;0,025;0,022;0,033;0,049
22.12.1981;0,455;0,02;0,02;0,03;0,045
23.12.1981;0,438;0,016;0,018;0,027;0,042
24.12.1981;0,43;0,014;0,018;0,026;0,04
25.12.1981;0,421;0,011;0,017;0,024;0,038
26.12.1981;0,42;0,011;0,017;0,024;0,038
27.12.1981;0,432;0,014;0,018;0,026;0,04
28.12.1981;0,462;0,022;0,021;0,031;0,046
29.12.1981;2,46;0,525;0,202;0,359;0,414
30.12.1981;4,79;1,113;0,413;0,741;0,844
31.12.1981;1,71;0,336;0,134;0,236;0,276
01.01.1982;1,13;0,19;0,081;0,14;0,169
02.01.1982;1,75;0,346;0,137;0,242;0,284
03.01.1982;1,26;0,223;0,093;0,162;0,193
04.01.1982;0,764;0,098;0,048;0,08;0,102
05.01.1982;0,763;0,098;0,048;0,08;0,101
06.01.1982;0,758;0,096;0,047;0,079;0,101
07.01.1982;0,629;0,064;0,036;0,058;0,077
08.01.1982;0,598;0,056;0,033;0,053;0,071
09.01.1982;0,58;0,051;0,031;0,05;0,068
10.01.1982;0,567;0,048;0,03;0,048;0,065
11.01.1982;0,552;0,044;0,029;0,046;0,063
12.01.1982;0,55;0,044;0,029;0,045;0,062
13.01.1982;0,535;0,04;0,027;0,043;0,059
14.01.1982;0,52;0,036;0,026;0,04;0,057
15.01.1982;0,523;0,037;0,026;0,041;0,057
16.01.1982;0,555;0,045;0,029;0,046;0,063
17.01.1982;0,594;0,055;0,033;0,053;0,07
18.01.1982;0,648;0,069;0,038;0,061;0,08
19.01.1982;1,06;0,172;0,075;0,129;0,156
20.01.1982;1,28;0,228;0,095;0,165;0,197
21.01.1982;0,941;0,142;0,064;0,109;0,134
22.01.1982;0,837;0,116;0,055;0,092;0,115
23.01.1982;1,04;0,167;0,073;0,126;0,153
24.01.1982;0,748;0,094;0,047;0,078;0,099
25.01.1982;0,662;0,072;0,039;0,064;0,083
26.01.1982;0,869;0,124;0,058;0,098;0,121
27.01.1982;0,904;0,133;0,061;0,103;0,127
28.01.1982;0,693;0,08;0,042;0,069;0,089
29.01.1982;0,666;0,073;0,039;0,064;0,084
30.01.1982;0,627;0,063;0,036;0,058;0,076
31.01.1982;0,609;0,059;0,034;0,055;0,073
01.02.1982;0,607;0,058;0,034;0,055;0,073
02.02.1982;0,612;0,059;0,034;0,055;0,074
03.02.1982;0,62;0,062;0,035;0,057;0,075
04.02.1982;0,618;0,061;0,035;0,056;0,075
05.02.1982;0,57;0,049;0,03;0,049;0,066
06.02.1982;0,599;0,056;0,033;0,053;0,071
07.02.1982;0,655;0,07;0,038;0,063;0,082
08.02.1982;0,663;0,072;0,039;0,064;0,083
09.02.1982;0,597;0,056;0,033;0,053;0,071
10.02.1982;0,584;0,052;0,032;0,051;0,068
11.02.1982;0,607;0,058;0,034;0,055;0,073
12.02.1982;0,628;0,064;0,036;0,058;0,077
13.02.1982;0,805;0,108;0,052;0,087;0,109
14.02.1982;0,713;0,085;0,043;0,072;0,092
15.02.1982;0,625;0,063;0,035;0,058;0,076
16.02.1982;0,611;0,059;0,034;0,055;0,073
17.02.1982;0,594;0,055;0,033;0,053;0,07
18.02.1982;0,625;0,063;0,035;0,058;0,076
19.02.1982;0,587;0,053;0,032;0,051;0,069
20.02.1982;0,598;0,056;0,033;0,053;0,071
21.02.1982;0,596;0,055;0,033;0,053;0,071
22.02.1982;0,583;0,052;0,032;0,051;0,068
23.02.1982;0,584;0,052;0,032;0,051;0,068
24.02.1982;0,573;0,05;0,031;0,049;0,066
25.02.1982;0,569;0,049;0,03;0,048;0,066
26.02.1982;0,572;0,049;0,031;0,049;0,066
27.02.1982;0,597;0,056;0,033;0,053;0,071
28.02.1982;0,603;0,057;0,033;0,054;0,072
01.03.1982;0,626;0,063;0,036;0,058;0,076
02.03.1982;0,604;0,057;0,034;0,054;0,072
03.03.1982;0,614;0,06;0,034;0,056;0,074
04.03.1982;0,582;0,052;0,032;0,051;0,068
05.03.1982;0,582;0,052;0,032;0,051;0,068
06.03.1982;0,587;0,053;0,032;0,051;0,069
07.03.1982;0,585;0,053;0,032;0,051;0,069
08.03.1982;0,596;0,055;0,033;0,053;0,071
09.03.1982;0,651;0,069;0,038;0,062;0,081
10.03.1982;1,28;0,228;0,095;0,165;0,197
11.03.1982;1,09;0,18;0,078;0,134;0,162
12.03.1982;1,42;0,263;0,107;0,188;0,223
13.03.1982;0,938;0,142;0,064;0,109;0,134
14.03.1982;0,748;0,094;0,047;0,078;0,099
15.03.1982;1,1;0,183;0,078;0,136;0,164
16.03.1982;1,75;0,346;0,137;0,242;0,284
17.03.1982;1,07;0,175;0,076;0,131;0,158
18.03.1982;0,893;0,13;0,06;0,102;0,125
19.03.1982;0,827;0,114;0,054;0,091;0,113
20.03.1982;0,848;0,119;0,056;0,094;0,117
21.03.1982;0,78;0,102;0,049;0,083;0,105
22.03.1982;0,721;0,087;0,044;0,073;0,094
23.03.1982;0,648;0,069;0,038;0,061;0,08
24.03.1982;0,623;0,062;0,035;0,057;0,076
25.03.1982;0,615;0,06;0,035;0,056;0,074
26.03.1982;0,588;0,053;0,032;0,052;0,069
27.03.1982;0,593;0,055;0,033;0,052;0,07
28.03.1982;0,585;0,053;0,032;0,051;0,069
29.03.1982;0,721;0,087;0,044;0,073;0,094
30.03.1982;0,713;0,085;0,043;0,072;0,092
31.03.1982;0,603;0,057;0,033;0,054;0,072
01.04.1982;0,586;0,053;0,032;0,051;0,069
02.04.1982;0,579;0,051;0,031;0,05;0,068
03.04.1982;0,578;0,051;0,031;0,05;0,067
04.04.1982;0,558;0,046;0,029;0,047;0,064
05.04.1982;0,545;0,043;0,028;0,044;0,061
06.04.1982;0,632;0,065;0,036;0,059;0,077
07.04.1982;0,689;0,079;0,041;0,068;0,088
08.04.1982;0,627;0,063;0,036;0,058;0,076
09.04.1982;0,607;0,058;0,034;0,055;0,073
10.04.1982;0,588;0,053;0,032;0,052;0,069
11.04.1982;0,578;0,051;0,031;0,05;0,067
12.04.1982;0,562;0,047;0,03;0,047;0,064
13.04.1982;0,556;0,045;0,029;0,046;0,063
14.04.1982;0,564;0,047;0,03;0,048;0,065
15.04.1982;0,557;0,046;0,029;0,046;0,064
16.04.1982;0,553;0,045;0,029;0,046;0,063
17.04.1982;0,543;0,042;0,028;0,044;0,061
18.04.1982;0,542;0,042;0,028;0,044;0,061
19.04.1982;0,519;0,036;0,026;0,04;0,057
20.04.1982;0,507;0,033;0,025;0,038;0,054
21.04.1982;0,508;0,033;0,025;0,038;0,054
22.04.1982;0,509;0,034;0,025;0,039;0,055
23.04.1982;0,5;0,031;0,024;0,037;0,053
24.04.1982;0,517;0,036;0,026;0,04;0,056
25.04.1982;0,512;0,034;0,025;0,039;0,055
26.04.1982;0,491;0,029;0,023;0,036;0,051
27.04.1982;0,489;0,028;0,023;0,035;0,051
28.04.1982;0,491;0,029;0,023;0,036;0,051
29.04.1982;0,5;0,031;0,024;0,037;0,053
30.04.1982;0,502;0,032;0,024;0,037;0,053
01.05.1982;0,522;0,037;0,026;0,041;0,057
02.05.1982;0,528;0,038;0,027;0,042;0,058
03.05.1982;0,553;0,045;0,029;0,046;0,063
04.05.1982;0,511;0,034;0,025;0,039;0,055
05.05.1982;0,542;0,042;0,028;0,044;0,061
06.05.1982;0,701;0,082;0,042;0,07;0,09
07.05.1982;0,592;0,054;0,032;0,052;0,07
08.05.1982;0,533;0,04;0,027;0,043;0,059
09.05.1982;0,516;0,035;0,026;0,04;0,056
10.05.1982;0,51;0,034;0,025;0,039;0,055
11.05.1982;0,485;0,027;0,023;0,035;0,05
12.05.1982;0,468;0,023;0,021;0,032;0,047
13.05.1982;0,463;0,022;0,021;0,031;0,046
14.05.1982;0,462;0,022;0,021;0,031;0,046
15.05.1982;0,484;0,027;0,023;0,034;0,05
16.05.1982;0,481;0,026;0,022;0,034;0,049
17.05.1982;0,471;0,024;0,021;0,032;0,048
18.05.1982;0,474;0,025;0,022;0,033;0,048
19.05.1982;0,46;0,021;0,02;0,031;0,046
20.05.1982;0,46;0,021;0,02;0,031;0,046
21.05.1982;0,468;0,023;0,021;0,032;0,047
22.05.1982;0,538;0,041;0,028;0,043;0,06
23.05.1982;0,624;0,063;0,035;0,057;0,076
24.05.1982;0,602;0,057;0,033;0,054;0,072
25.05.1982;0,483;0,027;0,023;0,034;0,05
26.05.1982;0,508;0,033;0,025;0,038;0,054
27.05.1982;1,06;0,172;0,075;0,129;0,156
28.05.1982;0,74;0,092;0,046;0,076;0,097
29.05.1982;0,551;0,044;0,029;0,045;0,062
30.05.1982;0,503;0,032;0,024;0,038;0,054
31.05.1982;0,486;0,028;0,023;0,035;0,05
01.06.1982;0,452;0,019;0,02;0,029;0,044
02.06.1982;0,456;0,02;0,02;0,03;0,045
03.06.1982;0,451;0,019;0,02;0,029;0,044
04.06.1982;0,498;0,031;0,024;0,037;0,053
